text_clean,label
There absolutely is a way. You can get side effects from the ingredients in the flu jab that can render you seriously ill and lower you immunity so much that it makes you more susceptible to catching the flu virus.,-1
the body reacting to poisons being injected into it. there is most definitely a way people get sick afterwards. she's just wrong.,-1
Explain this then:,0
I didn’t get the flu shot now I got the flu.. so lwk bad either way😊,-1
"I got the flu vaccine and came down with the worst flu I’ve ever had the following day. I’m talking chills, body aches , body temperature through the roof or freezing cold. All this while I was pregnant -never again.",-1
"This video has to be a joke…either that or an example of unproven, unfounded arrogance. The antigens have an effect of lowering the immune system overall effectiveness….so as much as people believe a flu shot will help via antibodies recognition patterns…the immune system being temporarily compromised at the time makes the flu shot a part of the problem. Not the solution",-1
Was in hospital after flue shot nearly died never had one since and yes it was caused by the flue shot that was 15 years ago From Australia G Your are full of crap,-1
You get sick from getting a vaccine sometimes💉💉💉💉💉💉😢😢😢😢😢😊😊😊😊,-1
It's designed to increase your risks of getting sick and dying and it's effective.,1
don’t they put a bit of the virus in the shot too see how ur body handles it?,0
I got sick the day after the shot.. So YES THERE IS A WAY!!!!!,-1
Never had the flu vaccine and never gotten the flu. Never getting ANY vaccine,-1
Just like most vaccines they weaken the immune system so the medical industry can have more customers,-1
YOU DONT NEEEEDDD THE FLU SHOT!,1
Medical propagandist right here folks,0
YEEESSS THERE ISSSSSS!!!,0
"Why? Because you have green scrubs on with a stethoscope 🩺 and you say so? Please, come off it. We all know you get a cut from the companies pushing this crap.",-1
They say in those cases that it takes the flu shot X amount of time to work a week or two or something..so if you get the flu during that time or already had it when you get the shot it won't help..so the shot didn't give it to you. Okay that's what they say. Here's what I say.. I got my flu shot the year before covid.. but there is no way in hell I got my covid shot which was a left wing woke narrative of a yet untested new technology mRNA shot.,-1
"funny, ever since I stopped taking the flu shot I never get the flu .",-1
It absolutely is,-1
This didn't age well,-1
The “flu shot” 💉 what else could it be it’s in the title. They know it causes illness. But they got’s to get paid right 😢,-1
Stop lying mate it’s called the flu vaccine it’s literally in its name and it does give you the flu,-1
yeah I don't suggest getting the shot,-1
"Every vaccine recommends isolating for 14 days after injection because it weakens your immune system temporarily. So yes, there is a window where you are more likely to get infected before you have developed immunity.",-1
"Today, Friday. marks one year and three months since I became completely free from HSV-2 after using Dr. Egobe’s herbal medicine. Anyone interested in getting rid of HSV-2 permanently should try herbal medicine. It works 100%. Below this comment, I will leave the contact of the traditional herbalist for anyone who wants to purchase the treatment.",-1
"this is the dumbest most untrue garbage, yup keep poisoning people with zero science behind the pharmaceutical companies best friend that creates permanent customers for life",-1
"Vaers records between 1%-5% of deaths related to vaccines, Flu vaccines have thousands of elderly deaths annually reported to VAERS, Potentially killling 100s of thousands annually, and you're 20% more likely to get the flu if you get the shot. Vaccines are the least studied medical intervention on the market for safety and efficacy and yet you are told to trust the science, the non existent suppressed, smeared, downplayed, data does not support flu shots at all. Rockefeller eugenics quackery",-1
She really believes the crap she is taught,-1
"Yes, don’t listen to your own body. Listen to these people.",1
"Everyone in the comments talking about how the flu vaccine gave them the flu, has clearly never had a real flu. What you had were mild side effects, very normal. You're just confusing minor aches and pains with full on body aches and a small 99 fever with a 103 fever. Mild nausea with can't even stand the sight or smell of food for days, throwing up nonstop. You also might have picked up a completely separate virus or maybe you're waiting too long into the flu season to get the flu shot, not giving it a chance to actually protect you. No amount of ""I barely graduated high school but I can shout my opinion on the internet"" is going to convince anyone other than the same morons who already think like you. YOU COMMENTERS are the reason the healthcare system is failing, not the medical staff. You shout ""propaganda"" at everything without realizing, you have fallen for the biggest propaganda of all. You are literally the reason the movie Idiocracy will come true. Your descendants are going to the ones that think Gatorade is how you nourish plants. That is how dumb all of you sound.",-1
"You're not A scientist , u r a medical study",0
"Wears scrubs, pushes a fake vaccine. LMAO",-1
That happened to me. Doctor's like to believe they know it all because they know textbooks,-1
Respectfully. Do you think that this is clever? Or that this video explains anything? If your posting on this topic it should be educational period. Not posted for likes? Idk if your a nurse or doctor or what? But my instincts tell me your full of 💩. If I'm wrong please elaborate!!?,0
I got so violently ill from it I stopped getting it in 2013 .,-1
It happened to.me twice. Haven't had a flu shot in 30 years now.,1
Yet no mention to Why a high sugared up population is getting his sooo hard...hmmm...,-1
Everytime I get a flue shot with 24 hours i get deathly sick fever and can hardly move or lift my head. I was completely fine before shot so then explain to all of us why we get so sick after the flue shot? Instead of this stupid video.,-1
Higher education or higher indoctrination 🤔,0
Brainwashed,0
Um she does know the flu is in the vaccine or is she dumb,-1
"After almost 15 years of great health, no colds, flus or any other illness, I had to get it when studying to be a NP. I got sick for a month, developed kidney stones, body aches, anemia, and Reynaud's syndrome from it. A friend's father developed Guillane-Barre. Get out of here with that Flexner report scientism.",-1
SHUUUUUUUUUUUUUUUUT THEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE FUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUCK UUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUP,0
